Transaction_ID,Date,Description,Amount,Payment_Method,Category
TXN000334,2025-03-20,PEPPERFRY PUNE,10559.36,Debit Card,Shopping
TXN000335,2025-11-05,HOUSE MAINTENANCE ONLINE,1695.63,Wallet,Bills
TXN000336,2025-07-09,DELHI METRO,2997.91,Net Banking,Travel
TXN000337,2025-12-21,UPI SALARY CREDIT,200383.17,Credit Card,Income
TXN000338,2025-01-13,TOUR PACKAGE INDIA,6643.53,UPI,Travel
TXN000339,2024-03-22,POS BSNL RECHARGE,2228.13,Cash,Bills
TXN000340,2024-03-12,UPI NINTENDO ESHOP,2068.75,UPI,Entertainment
TXN000341,2025-06-15,LAPTOP PURCHASE INDIA,12271.52,Wallet,Shopping
TXN000342,2024-05-27,UPI RESIDENTIAL RENT,13989.53,Cash,Rent
TXN000343,2024-07-17,Saravana Bhavan,686.68,Credit Card,Food
TXN000344,2025-11-08,UPI GOOGLE PLAY PURCHASE,4455.92,Wallet,Entertainment
TXN000345,2024-01-01,TAXI FARE #4135,3451.64,Cash,Travel
TXN000346,2024-03-07,POS PSYCHOLOGIST SESSION,3578.07,Cash,Healthcare
TXN000347,2024-07-30,TRADING ACCOUNT FUNDING #9630,177785.68,UPI,Investment
TXN000348,2026-05-26,COMMISSION CREDIT,43065.12,Wallet,Income
TXN000349,2025-04-11,FUEL FOR TRIP ONLINE,6141.59,Debit Card,Travel
TXN000350,2024-12-02,IRCTC TICKET PUNE,4424.78,Wallet,Travel
TXN000351,2024-03-24,UPI SCALER ACADEMY,77397.66,Net Banking,Education
TXN000352,2025-05-03,UPI SWIGGY PUNE,522.35,Cash,Food
TXN000353,2024-02-05,GAMING PURCHASE,431.16,UPI,Entertainment
TXN000354,2024-07-23,UPI MONTHLY LEASE,8485.45,Net Banking,Rent
TXN000355,2025-10-14,POS GOVERNMENT SERVICE FEE,8307.56,Net Banking,Other
TXN000356,2026-05-08,HOME CENTRE INDIA,1332.33,Cash,Shopping
TXN000357,2025-10-12,LEVI'S STORE,2077.79,Debit Card,Shopping
TXN000358,2024-10-21,TRUCK FUEL ONLINE,2652.98,Debit Card,Fuel
TXN000359,2024-08-31,NAMMA METRO PUNE,2565.32,Wallet,Travel
TXN000360,2026-02-28,PEDIATRIC CONSULTATION #2991,2137.3,Credit Card,Healthcare
TXN000361,2026-01-13,NOTEBOOK PURCHASE #5621,87099.74,Net Banking,Education
TXN000362,2024-04-30,COFFEE PURCHASE PUNE,461.2,Wallet,Food
TXN000363,2024-06-18,EYE HOSPITAL,12300.14,Wallet,Healthcare
TXN000364,2025-07-22,RENTAL CAR ONLINE,315.22,Wallet,Travel
TXN000365,2024-09-29,RENTAL INCOME PUNE,210666.53,UPI,Income
TXN000366,2026-03-16,COVID TEST ONLINE,3107.11,Wallet,Healthcare
TXN000367,2026-05-27,UPI MEDPLUS PHARMACY,978.85,Cash,Healthcare
TXN000368,2024-06-02,POS GOVERNMENT SERVICE FEE,6419.0,Debit Card,Other
TXN000369,2024-11-01,STATE TRANSPORT BUS PUNE,654.92,Credit Card,Travel
TXN000370,2024-09-26,RTGS TRANSFER INDIA,1351.67,Debit Card,Other
TXN000371,2025-07-18,PRIME MEMBERSHIP ONLINE,901.9,Cash,Entertainment
TXN000372,2024-12-31,PROPERTY RENTAL,48842.42,UPI,Rent
TXN000373,2025-02-25,UPI INCOME CREDIT,159977.36,Net Banking,Income
TXN000374,2024-06-11,INCOME CREDIT ONLINE,192649.22,Wallet,Income
TXN000375,2025-07-15,CODING NINJAS COURSE PUNE,57228.15,UPI,Education
TXN000376,2025-06-12,SIMPLILEARN COURSE,62457.52,Net Banking,Education
TXN000377,2024-05-18,SILVER INVESTMENT #8775,87210.85,Cash,Investment
TXN000378,2025-06-16,CODING BLOCKS COURSE,5938.44,Cash,Education
TXN000379,2025-02-15,Commercial Rent,12595.61,Cash,Rent
TXN000380,2026-06-03,SWEET SHOP ONLINE,676.62,Debit Card,Food
TXN000381,2025-06-21,POS HOSPITAL BILL,13761.39,Credit Card,Healthcare
TXN000382,2025-03-11,POS INDIAN OIL PETROL PUMP,835.69,Credit Card,Fuel
TXN000383,2025-02-20,KEM HOSPITAL,1139.47,UPI,Healthcare
TXN000384,2024-09-18,ARCADE GAMES INDIA,1429.67,Cash,Entertainment
TXN000385,2025-02-12,UBER INTERCITY #1493,5792.2,Cash,Travel
TXN000386,2024-07-06,WIFI BILL ONLINE,11655.52,Wallet,Bills
TXN000387,2024-11-24,Google Certification,53739.91,Cash,Education
TXN000388,2024-03-28,CROMA PUNE,11313.12,UPI,Shopping
TXN000389,2024-07-12,ELECTRICITY RECHARGE PUNE,4604.43,Credit Card,Bills
TXN000390,2024-07-16,PRINTING CHARGES INDIA,3749.99,Credit Card,Other
TXN000391,2024-09-19,ATM CASH WITHDRAWAL #6221,928.56,Wallet,Other
TXN000392,2025-08-26,POS ATHER GRID CHARGING,4573.86,Debit Card,Fuel
TXN000393,2024-12-12,SUPERMARKET SHOPPING ONLINE,1564.4,Credit Card,Shopping
TXN000394,2025-10-07,AIRTEL XSTREAM FIBER INDIA,8577.11,Credit Card,Bills
TXN000395,2025-11-08,Hackathon Registration,54633.48,UPI,Education
TXN000396,2025-11-12,Studio Apartment Rent,19829.45,Wallet,Rent
TXN000397,2024-04-12,GIFT SHOP INDIA,7076.7,UPI,Shopping
TXN000398,2024-07-27,MORE SUPERMARKET ONLINE,19641.71,Cash,Shopping
TXN000399,2024-07-24,Property Tax,1893.56,UPI,Bills
TXN000400,2025-07-16,Investment Plan,179490.43,UPI,Investment
TXN000401,2026-02-18,ONLINE EARNINGS,158850.47,Debit Card,Income
TXN000402,2026-03-02,VILLA RENT ONLINE,46480.31,UPI,Rent
TXN000403,2025-07-16,STOCK PURCHASE PUNE,149609.48,Credit Card,Investment
TXN000404,2024-10-11,Client Payment,153974.47,Cash,Income
TXN000405,2024-10-18,UPI AIRTEL XSTREAM FIBER,10535.79,Debit Card,Bills
TXN000406,2025-10-23,VEHICLE FUEL ONLINE,4618.49,Net Banking,Fuel
TXN000407,2026-02-18,PG RENT ONLINE,48239.16,Cash,Rent
TXN000408,2025-10-17,CLOUD STORAGE SUBSCRIPTION PUNE,7158.04,UPI,Bills
TXN000409,2025-08-10,CHEQUE DEPOSIT #9749,1815.18,Wallet,Other
TXN000410,2024-11-04,STATIONERY PURCHASE ONLINE,96859.7,Net Banking,Education
TXN000411,2026-03-02,POS ELSS INVESTMENT,163192.73,UPI,Investment
TXN000412,2024-04-27,POS CNG REFILL,3799.94,UPI,Fuel
TXN000413,2025-07-21,MAKEMYTRIP HOTEL ONLINE,4074.83,UPI,Travel
TXN000414,2025-08-05,WAREHOUSE RENT PUNE,12298.27,Debit Card,Rent
TXN000415,2024-11-12,CODECHEF SUBSCRIPTION PUNE,16668.88,Debit Card,Education
TXN000416,2025-04-02,POS WOW! MOMO,1221.65,Credit Card,Food
TXN000417,2025-06-14,DRY CLEANING,7100.36,Net Banking,Other
TXN000418,2025-05-23,UNKNOWN MERCHANT #5170,1456.99,Wallet,Other
TXN000419,2025-11-07,TRUCK FUEL,3705.23,Net Banking,Fuel
TXN000420,2026-01-29,UPI ULTRASOUND SCAN,6362.81,Wallet,Healthcare
TXN000421,2024-11-18,POS COURSERA COURSE,64108.07,UPI,Education
TXN000422,2024-07-21,ORTHOPEDIC CONSULTATION #3490,5592.61,Debit Card,Healthcare
TXN000423,2024-10-29,PARKING SPACE RENT,7601.95,Wallet,Rent
TXN000424,2024-09-25,UPI SPENCER'S RETAIL,19772.63,Net Banking,Shopping
TXN000425,2024-02-09,Festival Shopping,4568.02,UPI,Other
TXN000426,2025-07-04,Metro Card Recharge,1002.71,Credit Card,Travel
TXN000427,2024-03-27,MICROSOFT CERTIFICATION EXAM INDIA,78938.07,Net Banking,Education
TXN000428,2026-06-25,SOVEREIGN GOLD BOND INDIA,108239.63,Net Banking,Investment
TXN000429,2025-04-25,APOLLO PHARMACY,9423.51,Wallet,Healthcare
TXN000430,2025-04-01,FOOD COURT,401.2,Cash,Food
TXN000431,2025-04-07,UPI RUBY HALL CLINIC,7662.25,Credit Card,Healthcare
TXN000432,2026-05-31,UPI MORE SUPERMARKET,21300.77,Cash,Shopping
TXN000433,2024-09-21,EXPRESSWAY FUEL #9693,3043.19,Credit Card,Fuel
TXN000434,2025-03-04,HOLIDAY BOOKING,7278.46,Credit Card,Travel
TXN000435,2024-05-01,MEDPLUS PHARMACY ONLINE,13297.7,Wallet,Healthcare
TXN000436,2026-05-07,MUSIC FESTIVAL,2056.81,Net Banking,Entertainment
TXN000437,2024-12-20,UPI FREELANCE PAYMENT,227498.21,Wallet,Income
TXN000438,2025-04-22,UPI SWIGGY MUMBAI,1408.45,Debit Card,Food
TXN000439,2025-04-27,POS LEVI'S STORE,9012.31,Debit Card,Shopping
TXN000440,2026-05-15,SHARE MARKET INVESTMENT #7572,10135.89,UPI,Investment
TXN000441,2024-12-13,YOUTUBE PREMIUM INDIA,4000.69,UPI,Entertainment
TXN000442,2026-04-09,Air India Flight,158.36,Net Banking,Travel
TXN000443,2026-06-19,FINANCIAL INVESTMENT PUNE,55112.0,Cash,Investment
TXN000444,2025-02-17,IMPS TRANSFER,7885.34,Wallet,Other
TXN000445,2025-09-28,UPI ADVANCE RENT,5095.4,Credit Card,Rent
TXN000446,2026-05-20,IPO Investment,147259.35,Cash,Investment
TXN000447,2026-04-23,Affiliate Income,11563.4,Debit Card,Income
TXN000448,2024-11-04,FLIPKART,5066.89,Net Banking,Shopping
TXN000449,2025-12-16,UPI KARAOKE NIGHT,2844.52,Debit Card,Entertainment
TXN000450,2024-09-22,COLLEGE CANTEEN FEE INDIA,65921.81,UPI,Education
TXN000451,2026-01-16,POS JIOHOTSTAR SUBSCRIPTION,3736.22,Debit Card,Entertainment
TXN000452,2026-01-14,LPG FUEL INDIA,802.65,UPI,Fuel
TXN000453,2024-10-21,BARBEQUE NATION #5541,515.89,Debit Card,Food
TXN000454,2025-05-04,THEME PARK TICKET #1212,2920.34,Net Banking,Entertainment
TXN000455,2024-12-02,AMAZON PRIME MEMBERSHIP PUNE,5235.08,Cash,Bills
TXN000456,2026-05-14,HOME CENTRE #3646,23190.34,Wallet,Shopping
TXN000457,2026-03-24,POS EQUITY INVESTMENT,53190.51,UPI,Investment
TXN000458,2026-05-03,Decathlon,5023.7,Credit Card,Shopping
TXN000459,2026-06-10,OVEN STORY PIZZA,964.56,Debit Card,Food
TXN000460,2026-01-31,WALLET TRANSFER ONLINE,2982.03,Debit Card,Other
TXN000461,2025-03-05,RENTAL PAYMENT PUNE,41185.96,Credit Card,Rent
TXN000462,2025-01-19,UPI BABY CARE,395.88,Debit Card,Other
TXN000463,2024-02-12,VISTARA FLIGHT ONLINE,5136.94,Cash,Travel
TXN000464,2025-02-10,HOSPITAL BILL PUNE,4424.32,Wallet,Healthcare
TXN000465,2024-03-14,HP GAS BOOKING INDIA,8890.32,Net Banking,Bills
TXN000466,2025-05-26,UPI FLIPKART GROCERY,9778.98,Debit Card,Shopping
TXN000467,2026-03-16,H&M INDIA,8614.95,Cash,Shopping
TXN000468,2026-02-01,GOOGLE PLAY PURCHASE,522.25,Wallet,Entertainment
TXN000469,2024-09-29,PNG GAS BILL INDIA,5475.95,Net Banking,Bills
TXN000470,2025-09-10,BPCL FUEL STATION ONLINE,2246.47,Wallet,Fuel
TXN000471,2024-06-30,BITCOIN INVESTMENT INDIA,135551.18,Cash,Investment
TXN000472,2026-01-08,POS PHYSICS WALLAH COURSE,31055.96,Net Banking,Education
TXN000473,2025-07-08,EMERGENCY TREATMENT INDIA,6968.21,UPI,Healthcare
TXN000474,2024-08-04,BUS FUEL INDIA,2359.43,Net Banking,Fuel
TXN000475,2026-04-01,SONY LIV SUBSCRIPTION ONLINE,3280.58,Wallet,Entertainment
TXN000476,2024-08-05,ADOBE CREATIVE CLOUD #8675,2880.13,Wallet,Bills
TXN000477,2025-08-15,TRAVEL INSURANCE,3909.76,Cash,Travel
TXN000478,2025-05-25,POS PHYSIOTHERAPY SESSION,3729.59,Debit Card,Healthcare
TXN000479,2024-02-08,RESEARCH PAPER PUBLICATION FEE INDIA,8340.03,Cash,Education
TXN000480,2024-06-03,1MG MEDICINE ORDER,13508.36,Wallet,Healthcare
TXN000481,2025-02-17,Water Park Entry,3848.38,Debit Card,Entertainment
TXN000482,2026-04-29,AFFILIATE INCOME,160168.27,UPI,Income
TXN000483,2025-12-11,PARKING SPACE RENT ONLINE,24286.24,UPI,Rent
TXN000484,2025-04-15,LOCAL TRAIN TICKET,3417.93,Debit Card,Travel
TXN000485,2025-07-18,POS PENALTY CHARGES,539.39,Net Banking,Other
TXN000486,2025-05-12,POS SAMSUNG STORE,14238.15,Debit Card,Shopping
TXN000487,2024-05-06,FLAT RENT ONLINE,13198.77,Wallet,Rent
TXN000488,2024-03-02,PETROL REFILL #6270,4698.93,Debit Card,Fuel
TXN000489,2025-01-03,CLIENT PAYMENT ONLINE,10471.47,Wallet,Income
TXN000490,2025-09-23,UNACADEMY SUBSCRIPTION INDIA,28959.36,UPI,Education
TXN000491,2024-07-25,INVESTMENT TRANSFER #9692,128183.38,Credit Card,Investment
TXN000492,2025-06-30,TATA PLAY RECHARGE INDIA,7257.35,Wallet,Bills
TXN000493,2025-06-27,WALLET TRANSFER PUNE,6344.55,Debit Card,Other
TXN000494,2025-02-22,PROPERTY RENTAL PUNE,10238.62,Wallet,Rent
TXN000495,2025-11-05,CONSULTING INCOME #4335,126770.11,Wallet,Income
TXN000496,2024-05-12,HATHWAY BROADBAND #4244,10266.28,UPI,Bills
TXN000497,2025-01-01,BREAKFAST EXPENSE PUNE,591.22,Credit Card,Food
TXN000498,2026-03-09,AMUSEMENT PARK,1312.86,Wallet,Entertainment
TXN000499,2025-07-06,FUEL EXPENSE,340.03,Debit Card,Fuel
TXN000500,2026-02-19,RELIANCE SMART INDIA,22625.44,UPI,Shopping
TXN000501,2025-12-15,POS CAR FUEL,3532.27,Wallet,Fuel
TXN000502,2024-10-21,MEDICAL EXPENSES INDIA,7727.23,Debit Card,Healthcare
TXN000503,2025-02-14,UPI THEATRE TICKET,2854.17,Credit Card,Entertainment
TXN000504,2024-10-01,EXAM REGISTRATION FEE PUNE,97883.24,Credit Card,Education
TXN000505,2025-01-20,GOOGLE ADSENSE PAYMENT INDIA,210335.96,Net Banking,Income
TXN000506,2026-02-14,INDIGO FLIGHT,6371.94,Debit Card,Travel
TXN000507,2025-07-07,VITAMIN SUPPLEMENTS,3924.95,UPI,Healthcare
TXN000508,2026-04-06,SERVICE CHARGE #2271,5646.13,Wallet,Other
TXN000509,2025-07-21,TATA POWER EV CHARGING ONLINE,2577.18,Cash,Fuel
TXN000510,2024-12-22,UPI OTHER TRANSACTION,1734.89,Cash,Other
TXN000511,2024-11-05,HOLIDAY BOOKING,1594.9,UPI,Travel
TXN000512,2024-07-09,UPI SHELL PETROL PUMP,1370.71,Net Banking,Fuel
TXN000513,2024-09-02,HOME REPAIR PUNE,7884.36,Cash,Other
TXN000514,2024-10-27,THEOBROMA INDIA,1076.33,Wallet,Food
TXN000515,2024-08-31,ATM CASH WITHDRAWAL,2903.0,Credit Card,Other
TXN000516,2026-03-15,SONY LIV SUBSCRIPTION #3357,4225.2,Credit Card,Entertainment
TXN000517,2024-06-11,BEHROUZ BIRYANI PUNE,1397.81,UPI,Food
TXN000518,2026-04-06,GEEKSFORGEEKS COURSE PUNE,96487.3,Credit Card,Education
TXN000519,2024-12-04,CODECHEF SUBSCRIPTION #4774,35695.26,Credit Card,Education
TXN000520,2024-03-15,POS AMAZON PRIME VIDEO,4629.12,Wallet,Entertainment
TXN000521,2025-10-15,AbhiBus Booking,5419.77,UPI,Travel
TXN000522,2025-03-02,UPI SPENCER'S RETAIL,24068.46,Cash,Shopping
TXN000523,2025-04-02,Investment Transfer,11239.78,Credit Card,Investment
TXN000524,2024-08-18,STARBUCKS #2753,964.28,Cash,Food
TXN000525,2024-09-05,VEHICLE FUEL,2478.84,Debit Card,Fuel
TXN000526,2026-05-19,POS FIXED DEPOSIT,17185.67,Net Banking,Investment
TXN000527,2025-09-07,DECATHLON ONLINE,2947.9,Net Banking,Shopping
TXN000528,2026-02-08,SECURITY DEPOSIT ONLINE,9291.82,Credit Card,Rent
TXN000529,2024-02-06,ONEPLUS STORE,5815.96,Credit Card,Shopping
TXN000530,2025-04-15,UPI PETROL REFILL,2620.97,Wallet,Fuel
TXN000531,2024-04-28,ZERODHA INVESTMENT #6014,189105.66,Cash,Investment
TXN000532,2026-06-06,POS MOBILE GAME PURCHASE,1508.12,Wallet,Entertainment
TXN000533,2026-04-25,CODING BLOCKS COURSE PUNE,74647.19,Net Banking,Education
TXN000534,2024-04-12,POS FREELANCE PAYMENT,84801.06,Cash,Income
TXN000535,2024-11-10,SWIGGY MUMBAI PUNE,328.6,Credit Card,Food
TXN000536,2025-11-10,KEM HOSPITAL PUNE,11873.36,Debit Card,Healthcare
TXN000537,2024-03-01,AIRPORT TAXI #1809,6367.43,UPI,Travel
TXN000538,2025-08-22,UPI SPOTIFY PREMIUM,4611.44,Net Banking,Entertainment
TXN000539,2025-07-22,Manipal Hospital,5001.43,Cash,Healthcare
TXN000540,2025-04-14,DONATION PUNE,3791.46,Credit Card,Other
TXN000541,2026-06-04,OTT SUBSCRIPTION ONLINE,8321.63,Cash,Bills
TXN000542,2024-09-01,INTERNET BILL PUNE,588.84,Cash,Bills
TXN000543,2025-11-26,NEFT TRANSFER INDIA,8221.18,UPI,Other
TXN000544,2024-12-27,PVR CINEMAS INDIA,2849.97,Wallet,Entertainment
TXN000545,2026-06-23,UPI TOUR PACKAGE,5243.45,Debit Card,Travel
TXN000546,2025-05-12,POS NORTH INDIAN RESTAURANT,736.0,Credit Card,Food
TXN000547,2025-09-12,PUBG UC PURCHASE,2471.45,UPI,Entertainment
TXN000548,2024-01-16,AMUSEMENT PARK #4133,2982.48,Wallet,Entertainment
TXN000549,2026-06-10,DINNER EXPENSE ONLINE,905.21,Credit Card,Food
TXN000550,2024-04-20,ETHEREUM INVESTMENT PUNE,148399.03,Net Banking,Investment
TXN000551,2025-03-05,GAMING PURCHASE,2907.95,Cash,Entertainment
TXN000552,2025-04-28,EATSURE ORDER #4657,447.55,Cash,Food
TXN000553,2024-10-04,FREELANCE PAYMENT,43737.55,Cash,Income
TXN000554,2026-04-01,BURGER KING INDIA,1330.3,Cash,Food
TXN000555,2025-12-11,POS KITCHEN APPLIANCES,17401.0,Net Banking,Shopping
TXN000556,2024-09-02,AMAZON PRIME VIDEO,4887.25,Cash,Entertainment
TXN000557,2026-04-10,POS REAL ESTATE INVESTMENT,188145.05,Net Banking,Investment
TXN000558,2024-01-03,BANK CHARGES,1382.1,UPI,Other
TXN000559,2024-10-13,LEASE PAYMENT #1615,29543.03,Net Banking,Rent
TXN000560,2024-04-02,UNKNOWN MERCHANT INDIA,3318.12,Wallet,Other
TXN000561,2026-03-07,CARE HOSPITAL #6042,13382.1,Credit Card,Healthcare
TXN000562,2024-11-28,UPI DINEOUT PAYMENT,1489.32,UPI,Food
TXN000563,2025-02-21,PROPERTY TAX,10583.98,Net Banking,Bills
TXN000564,2025-09-03,ULIP INVESTMENT #9831,140737.33,UPI,Investment
TXN000565,2025-09-30,COMPANY SALARY #3379,214192.06,Wallet,Income
TXN000566,2026-06-04,AUTO FUEL PUNE,2307.14,Net Banking,Fuel
TXN000567,2025-08-25,Gynecology Consultation,6017.03,Cash,Healthcare
TXN000568,2026-04-14,FLAT RENT,45124.55,Credit Card,Rent
TXN000569,2025-07-10,CNG REFILL,320.47,Debit Card,Fuel
TXN000570,2024-08-19,MONTHLY RENT ONLINE,22838.02,Wallet,Rent
TXN000571,2024-12-12,FORTIS HOSPITAL #8867,11688.0,Cash,Healthcare
TXN000572,2024-12-21,CAPITAL INVESTMENT #9377,134182.34,UPI,Investment
TXN000573,2024-05-17,FLIPKART INDIA,15748.06,Debit Card,Shopping
TXN000574,2026-04-08,UPI TATA POWER EV CHARGING,4888.5,Credit Card,Fuel
TXN000575,2025-07-21,Gift Purchase,1495.28,Net Banking,Other
TXN000576,2025-11-07,MOBILE RECHARGE,10601.73,UPI,Bills
TXN000577,2024-12-23,UPI CONSULTING INCOME,130902.06,Credit Card,Income
TXN000578,2024-10-15,VEHICLE REFUELING #5562,4882.85,Wallet,Fuel
TXN000579,2026-04-20,AIRPORT TAXI PUNE,7204.58,Credit Card,Travel
TXN000580,2024-02-22,UPI LAUNDRY SERVICE,4923.22,UPI,Other
TXN000581,2024-07-31,Westside,13795.93,Credit Card,Shopping
TXN000582,2025-12-20,MOBILE GAME PURCHASE INDIA,1520.44,UPI,Entertainment
TXN000583,2024-02-27,UPI YOUTUBE REVENUE,41414.43,Wallet,Income
TXN000584,2026-04-25,UPI RAILWAY PLATFORM TICKET,7183.37,Debit Card,Travel
TXN000585,2024-03-26,CHARGEZONE EV PUNE,2027.59,UPI,Fuel
TXN000586,2024-01-07,DIESEL PUMP PUNE,2063.62,Wallet,Fuel
TXN000587,2025-09-18,ZOMATO UPI,126.25,Cash,Food
TXN000588,2025-02-06,MEDICINE PURCHASE,8767.93,Credit Card,Healthcare
TXN000589,2026-05-18,AIR INDIA FLIGHT,7446.23,Credit Card,Travel
TXN000590,2024-06-21,ONLINE EARNINGS,205340.81,UPI,Income
TXN000591,2026-04-04,SCALER ACADEMY ONLINE,18098.05,Cash,Education
TXN000592,2025-10-19,CNG REFILL PUNE,4540.03,Wallet,Fuel
TXN000593,2026-05-01,GENERAL EXPENSE INDIA,261.17,Wallet,Other
TXN000594,2024-02-17,TAX REFUND #1724,211732.01,Cash,Income
TXN000595,2025-01-22,WALLET TRANSFER,3031.03,Debit Card,Other
TXN000596,2024-07-10,GIFT PURCHASE ONLINE,5928.75,UPI,Other
TXN000597,2024-03-21,STEAM PURCHASE ONLINE,3711.97,Credit Card,Entertainment
TXN000598,2025-07-16,INVESTMENT TRANSFER #9848,47595.96,Credit Card,Investment
TXN000599,2025-06-09,GOOGLE CERTIFICATION PUNE,86854.8,Wallet,Education
TXN000600,2025-04-22,PPF DEPOSIT,63902.34,Wallet,Investment
TXN000601,2024-10-14,UPI DIESEL REFILL,674.86,UPI,Fuel
TXN000602,2025-11-08,ANNUAL BONUS #9775,75796.48,Debit Card,Income
TXN000603,2024-03-27,VILLA RENT #9903,35355.96,UPI,Rent
TXN000604,2025-04-21,MISCELLANEOUS EXPENSE ONLINE,6250.64,Net Banking,Other
TXN000605,2025-08-11,BLOOD TEST,476.7,Cash,Healthcare
TXN000606,2024-09-17,POS ACCOMMODATION RENT,14146.27,Net Banking,Rent
TXN000607,2024-05-09,COMMERCIAL VEHICLE FUEL #6753,4373.76,Net Banking,Fuel
TXN000608,2024-05-20,CAB FUEL ONLINE,949.69,Net Banking,Fuel
TXN000609,2024-08-14,Jewellery Store,17753.79,Wallet,Shopping
TXN000610,2026-03-20,Gas Bill,4151.96,Cash,Bills
TXN000611,2024-12-18,MISCELLANEOUS PAYMENT ONLINE,3877.63,UPI,Other
TXN000612,2024-02-15,YOUTUBE REVENUE #9551,185003.68,Credit Card,Income
TXN000613,2025-05-20,LONG DRIVE FUEL ONLINE,3672.4,Wallet,Fuel
TXN000614,2024-11-09,Pediatric Consultation,6157.26,Debit Card,Healthcare
TXN000615,2024-09-11,POS GAS STATION,4092.11,Net Banking,Fuel
TXN000616,2026-01-27,BIRYANI BY KILO,1112.0,UPI,Food
TXN000617,2024-07-12,EYE HOSPITAL PUNE,1281.26,Cash,Healthcare
TXN000618,2025-11-05,INVESTMENT DEPOSIT PUNE,9406.93,Credit Card,Investment
TXN000619,2025-08-15,XBOX STORE PUNE,4542.89,Debit Card,Entertainment
TXN000620,2024-05-25,POS NPTEL COURSE,71981.3,UPI,Education
TXN000621,2024-06-08,INDIAN OIL PETROL PUMP,729.73,Wallet,Fuel
TXN000622,2025-10-24,VALORANT POINTS,1561.18,Debit Card,Entertainment
TXN000623,2026-05-04,FASTAG TOLL INDIA,6390.27,Net Banking,Travel
TXN000624,2024-12-12,TRAVEL INSURANCE ONLINE,397.09,Wallet,Travel
TXN000625,2025-01-31,POS SAMSUNG STORE,15151.11,Net Banking,Shopping
TXN000626,2025-08-25,LOCAL TRAIN TICKET INDIA,5015.35,Net Banking,Travel
TXN000627,2024-05-06,COMPANY SALARY INDIA,90039.33,Net Banking,Income
TXN000628,2025-05-14,PHYSIOTHERAPY SESSION PUNE,11909.59,Cash,Healthcare
TXN000629,2024-01-09,VEHICLE REFUELING,3287.91,Net Banking,Fuel
TXN000630,2024-11-18,IPL Match Ticket,1235.74,Net Banking,Entertainment
TXN000631,2026-03-04,IPO INVESTMENT ONLINE,192985.8,Debit Card,Investment
TXN000632,2024-03-07,DEMAT ACCOUNT FUNDING PUNE,10061.58,UPI,Investment
TXN000633,2024-01-23,SCHOLARSHIP CREDIT INDIA,197175.42,Debit Card,Income
TXN000634,2026-06-26,RENTAL AGREEMENT PAYMENT,22612.35,Net Banking,Rent
TXN000635,2026-02-25,UPI EXPRESSWAY FUEL,873.5,Net Banking,Fuel
TXN000636,2025-05-16,POS DISNEY+ HOTSTAR,1568.12,Credit Card,Entertainment
TXN000637,2025-09-02,Physiotherapy Session,9187.05,Debit Card,Healthcare
TXN000638,2025-09-25,Plumbing Charges,3204.84,Cash,Other
TXN000639,2024-03-03,LPG FUEL #7485,4284.41,Wallet,Fuel
TXN000640,2024-12-25,UPI COVID TEST,7057.62,Credit Card,Healthcare
TXN000641,2026-06-23,GROWW INVESTMENT,6456.69,Net Banking,Investment
TXN000642,2024-07-30,UPI CANTEEN PAYMENT,1219.1,UPI,Food
TXN000643,2024-10-04,POS BYJU'S LEARNING,55304.77,Net Banking,Education
TXN000644,2024-04-29,Epic Games Store,3643.08,UPI,Entertainment
TXN000645,2024-08-20,UPI RUBY HALL CLINIC,8547.34,Wallet,Healthcare
TXN000646,2025-03-12,GOLD INVESTMENT PUNE,42966.75,Cash,Investment
TXN000647,2024-02-18,UBER INTERCITY ONLINE,7108.38,Cash,Travel
TXN000648,2024-12-10,UPI CLIENT PAYMENT,227811.37,UPI,Income
TXN000649,2025-03-26,EASEMYTRIP BOOKING,5340.42,Cash,Travel
TXN000650,2025-01-13,CLOUD STORAGE SUBSCRIPTION ONLINE,4027.45,Debit Card,Bills
TXN000651,2025-02-21,POS MEDICAL STORE PURCHASE,10236.13,Net Banking,Shopping
TXN000652,2024-12-01,POS MYNTRA,15215.92,Debit Card,Shopping
TXN000653,2024-09-13,Dividend Credit,42634.21,UPI,Income
TXN000654,2025-06-06,VACCINATION,7606.74,Debit Card,Healthcare
TXN000655,2024-06-08,MRI SCAN PUNE,5791.34,Net Banking,Healthcare
TXN000656,2025-09-12,CNG Refill,1514.92,Wallet,Fuel
TXN000657,2024-07-02,PERSONAL EXPENSE #5735,2412.72,Credit Card,Other
TXN000658,2025-02-15,UPI SEMINAR FEE,45929.14,Debit Card,Education
TXN000659,2024-04-25,UPI GOOGLE ADSENSE PAYMENT,58249.6,Wallet,Income
TXN000660,2024-06-12,INCENTIVE CREDIT PUNE,23489.05,Credit Card,Income
TXN000661,2026-06-10,RENTAL PAYMENT INDIA,25957.46,Cash,Rent
TXN000662,2024-12-30,MANIPAL HOSPITAL PUNE,12361.69,Cash,Healthcare
TXN000663,2025-01-30,Indian Oil Fuel,4466.65,Net Banking,Fuel
TXN000664,2025-07-12,LATE PAYMENT FEE PUNE,930.08,Net Banking,Other
TXN000665,2024-01-21,SKIN SPECIALIST INDIA,1247.34,Cash,Healthcare
TXN000666,2024-11-27,VEDANTU CLASSES PUNE,4769.08,Debit Card,Education
TXN000667,2026-04-13,STUDIO APARTMENT RENT PUNE,29482.51,Cash,Rent
