Transaction_ID,Date,Description,Amount,Payment_Method,Category,clean_description,merchant,day_of_week
TXN000254,2025-12-20,UPI INTERNET BILL,3951.25,UPI,Bills,upi internet bill,internet,5
TXN000255,2025-03-07,BASKIN ROBBINS #6191,308.93,Cash,Food,baskin robbins,baskin,4
TXN000256,2025-07-06,UPI JIOHOTSTAR SUBSCRIPTION,1781.97,Cash,Entertainment,upi jiohotstar subscription,jiohotstar,6
TXN000257,2025-11-04,ETF INVESTMENT ONLINE,157402.88,Wallet,Investment,etf investment online,etf,1
TXN000258,2025-08-14,TATA CLIQ ONLINE,9250.71,Cash,Shopping,tata cliq online,tata,3
TXN000259,2024-09-27,CHARITY PAYMENT #6040,1921.3,Credit Card,Other,charity payment,charity,4
TXN000260,2024-11-22,Care Hospital,10765.75,Cash,Healthcare,care hospital,care,4
TXN000261,2026-04-15,UPI WATER BILL,6788.89,Credit Card,Bills,upi water bill,water,2
TXN000262,2025-02-18,THE BELGIAN WAFFLE CO PUNE,1033.62,UPI,Food,the belgian waffle co pune,the,1
TXN000263,2026-05-18,PROPERTY RENTAL INDIA,39624.47,Net Banking,Rent,property rental india,property,0
TXN000264,2024-04-01,SPENCER'S RETAIL,23751.53,Credit Card,Shopping,spencer s retail,spencer,0
TXN000265,2024-04-22,ATM CASH WITHDRAWAL #6760,4799.76,Cash,Other,atm cash withdrawal,cash,0
TXN000266,2024-03-09,HOSPITAL BILL #3416,4782.67,Wallet,Healthcare,hospital bill,hospital,5
TXN000267,2025-09-02,BASKIN ROBBINS INDIA,758.44,Wallet,Food,baskin robbins india,baskin,1
TXN000268,2025-03-09,ATHER GRID CHARGING ONLINE,1996.04,UPI,Fuel,ather grid charging online,ather,6
TXN000269,2024-12-04,CAB FUEL INDIA,1585.57,Credit Card,Fuel,cab fuel india,cab,2
TXN000270,2026-04-14,UPI GOLD INVESTMENT,160990.22,Credit Card,Investment,upi gold investment,gold,1
TXN000271,2024-02-21,Weekend Movie,4776.41,Debit Card,Entertainment,weekend movie,weekend,2
TXN000272,2024-02-28,RENTAL INCOME #3618,114199.8,Wallet,Income,rental income,rental,2
TXN000273,2025-09-06,POS SIP INVESTMENT,14838.23,UPI,Investment,pos sip investment,sip,5
TXN000274,2024-01-24,SOCIETY MAINTENANCE INDIA,476.79,Credit Card,Bills,society maintenance india,society,2
TXN000275,2024-05-21,STORAGE UNIT RENT,39391.05,Cash,Rent,storage unit rent,storage,1
TXN000276,2025-06-01,HACKATHON REGISTRATION INDIA,56993.42,Wallet,Education,hackathon registration india,hackathon,6
TXN000277,2025-07-11,UPI OFFLINE SHOPPING,22436.79,Credit Card,Shopping,upi offline shopping,offline,4
TXN000278,2026-05-29,NEFT CREDIT PUNE,226608.1,UPI,Income,neft credit pune,credit,4
TXN000279,2024-10-07,Tax Refund,225148.14,Net Banking,Income,tax refund,tax,0
TXN000280,2024-08-29,POS EXCITEL BROADBAND,6629.55,Debit Card,Bills,pos excitel broadband,excitel,3
TXN000281,2026-03-18,POS GITHUB PRO SUBSCRIPTION,10972.69,Net Banking,Bills,pos github pro subscription,github,2
TXN000282,2024-11-15,UPI RECEIVED #3237,216045.83,Cash,Income,upi received,received,4
TXN000283,2025-05-01,PENALTY CHARGES,9836.28,Cash,Other,penalty charges,penalty,3
TXN000284,2025-05-24,FREELANCE PAYMENT #5441,189540.09,UPI,Income,freelance payment,freelance,5
TXN000285,2024-11-12,TAX SAVING MUTUAL FUND #5423,51828.28,Wallet,Investment,tax saving mutual fund,tax,1
TXN000286,2025-07-23,HOUSE RENT,30171.25,Net Banking,Rent,house rent,house,2
TXN000287,2025-01-30,POS ARCADE GAMES,1465.6,Debit Card,Entertainment,pos arcade games,arcade,3
TXN000288,2025-11-23,POS UBER MOTO,4184.25,Net Banking,Travel,pos uber moto,uber,6
TXN000289,2024-02-08,PARKING FEE INDIA,3077.06,Debit Card,Travel,parking fee india,parking,3
TXN000290,2025-04-23,UTILITY BILL PAYMENT #6023,2593.08,Net Banking,Bills,utility bill payment,utility,2
TXN000291,2024-02-22,UPI FASHION SHOPPING,18777.86,Wallet,Shopping,upi fashion shopping,fashion,3
TXN000292,2024-02-10,IMPS TRANSFER PUNE,3898.95,Debit Card,Other,imps transfer pune,transfer,5
TXN000293,2025-05-01,UPI TRADING ACCOUNT FUNDING,127717.03,Credit Card,Investment,upi trading account funding,trading,3
TXN000294,2025-07-19,Incentive Credit,21652.73,Net Banking,Income,incentive credit,incentive,5
TXN000295,2026-04-26,POS OLA RIDE,5735.86,Net Banking,Travel,pos ola ride,ola,6
TXN000296,2026-04-07,UPI PHYSICS WALLAH COURSE,45010.99,Cash,Education,upi physics wallah course,physics,1
TXN000297,2026-04-07,WEEKEND MOVIE,2187.75,Wallet,Entertainment,weekend movie,weekend,1
TXN000298,2025-04-08,BROADBAND BILL INDIA,10850.38,Net Banking,Bills,broadband bill india,broadband,1
TXN000299,2024-05-02,VI RECHARGE PUNE,9827.47,Cash,Bills,vi recharge pune,vi,3
TXN000300,2025-07-25,CHATGPT PLUS SUBSCRIPTION PUNE,1852.06,UPI,Bills,chatgpt plus subscription pune,chatgpt,4
TXN000301,2025-10-26,POS YOUTUBE REVENUE,97180.36,UPI,Income,pos youtube revenue,youtube,6
TXN000302,2024-04-18,Project Payment,191623.72,Debit Card,Income,project payment,project,3
TXN000303,2025-02-22,ROOM RENT #6333,30843.44,UPI,Rent,room rent,room,5
TXN000304,2026-01-24,PREMIUM PETROL #5624,377.92,Wallet,Fuel,premium petrol,premium,5
TXN000305,2025-10-04,MAX FASHION #3758,19046.45,Cash,Shopping,max fashion,max,5
TXN000306,2025-05-24,SHOP RENT PUNE,12169.79,Credit Card,Rent,shop rent pune,shop,5
TXN000307,2024-03-12,PUBG UC PURCHASE,978.32,Credit Card,Entertainment,pubg uc purchase,pubg,1
TXN000308,2025-06-11,NEFT CREDIT ONLINE,122825.26,Wallet,Income,neft credit online,credit,2
TXN000309,2026-06-06,GITHUB PRO SUBSCRIPTION ONLINE,501.33,Net Banking,Bills,github pro subscription online,github,5
TXN000310,2025-09-10,FUEL STATION PAYMENT #8417,1078.32,UPI,Fuel,fuel station payment,fuel,2
TXN000311,2025-12-05,EXAM REGISTRATION FEE ONLINE,44795.09,UPI,Education,exam registration fee online,exam,4
TXN000312,2025-02-15,PROPERTY RENTAL PUNE,25848.83,UPI,Rent,property rental pune,property,5
TXN000313,2024-01-18,POS MORE SUPERMARKET,12732.83,UPI,Shopping,pos more supermarket,more,3
TXN000314,2024-01-15,UPI HALDIRAM'S,527.74,Net Banking,Food,upi haldiram s,haldiram,0
TXN000315,2024-01-13,POS NETMEDS ORDER,6366.03,Credit Card,Healthcare,pos netmeds order,netmeds,5
TXN000316,2025-10-28,OFFLINE SHOPPING PUNE,14770.48,Cash,Shopping,offline shopping pune,offline,1
TXN000317,2025-05-12,WOW! MOMO #2434,349.77,Wallet,Food,wow momo,wow,0
TXN000318,2025-04-12,UPI COMMERCIAL RENT,19246.75,Credit Card,Rent,upi commercial rent,commercial,5
TXN000319,2025-11-04,Theme Park Ticket,2765.34,Net Banking,Entertainment,theme park ticket,theme,1
TXN000320,2026-01-26,Ruby Hall Clinic,1635.15,Net Banking,Healthcare,ruby hall clinic,ruby,0
TXN000321,2025-01-12,SHOPPERS STOP INDIA,16884.04,UPI,Shopping,shoppers stop india,shoppers,6
TXN000322,2026-02-04,FUEL CARD PAYMENT #7350,1201.29,Debit Card,Fuel,fuel card payment,fuel,2
TXN000323,2026-04-09,GIFT SHOP,24389.67,UPI,Shopping,gift shop,gift,3
TXN000324,2026-02-18,POS DIAGNOSTIC LAB,13869.99,Credit Card,Healthcare,pos diagnostic lab,diagnostic,2
TXN000325,2025-07-19,JEWELLERY STORE INDIA,24430.59,Net Banking,Shopping,jewellery store india,jewellery,5
TXN000326,2025-02-13,GARBAGE COLLECTION FEE #5741,9580.12,Wallet,Bills,garbage collection fee,garbage,3
TXN000327,2025-02-20,INCENTIVE CREDIT INDIA,168648.87,Cash,Income,incentive credit india,incentive,3
TXN000328,2024-03-04,COMMERCIAL VEHICLE FUEL PUNE,4931.24,Wallet,Fuel,commercial vehicle fuel pune,commercial,0
TXN000329,2024-06-29,SUPERMARKET SHOPPING INDIA,21193.64,Cash,Shopping,supermarket shopping india,supermarket,5
TXN000330,2025-07-24,Silver Investment,11266.15,Credit Card,Investment,silver investment,silver,3
TXN000331,2025-06-13,Lifestyle Store,3685.85,UPI,Shopping,lifestyle store,lifestyle,4
TXN000332,2025-10-03,UPI THEME PARK TICKET,4373.88,Net Banking,Entertainment,upi theme park ticket,theme,4
TXN000333,2025-11-26,POS OFFICE LEASE,32019.75,Credit Card,Rent,pos office lease,office,2
TXN000334,2025-03-20,PEPPERFRY PUNE,10559.36,Debit Card,Shopping,pepperfry pune,pepperfry,3
TXN000335,2025-11-05,HOUSE MAINTENANCE ONLINE,1695.63,Wallet,Bills,house maintenance online,house,2
TXN000336,2025-07-09,DELHI METRO,2997.91,Net Banking,Travel,delhi metro,delhi,2
TXN000337,2025-12-21,UPI SALARY CREDIT,200383.17,Credit Card,Income,upi salary credit,salary,6
TXN000338,2025-01-13,TOUR PACKAGE INDIA,6643.53,UPI,Travel,tour package india,tour,0
TXN000339,2024-03-22,POS BSNL RECHARGE,2228.13,Cash,Bills,pos bsnl recharge,bsnl,4
TXN000340,2024-03-12,UPI NINTENDO ESHOP,2068.75,UPI,Entertainment,upi nintendo eshop,nintendo,1
TXN000341,2025-06-15,LAPTOP PURCHASE INDIA,12271.52,Wallet,Shopping,laptop purchase india,laptop,6
TXN000342,2024-05-27,UPI RESIDENTIAL RENT,13989.53,Cash,Rent,upi residential rent,residential,0
TXN000343,2024-07-17,Saravana Bhavan,686.68,Credit Card,Food,saravana bhavan,saravana,2
TXN000344,2025-11-08,UPI GOOGLE PLAY PURCHASE,4455.92,Wallet,Entertainment,upi google play purchase,google,5
TXN000345,2024-01-01,TAXI FARE #4135,3451.64,Cash,Travel,taxi fare,taxi,0
TXN000346,2024-03-07,POS PSYCHOLOGIST SESSION,3578.07,Cash,Healthcare,pos psychologist session,psychologist,3
TXN000347,2024-07-30,TRADING ACCOUNT FUNDING #9630,177785.68,UPI,Investment,trading account funding,trading,1
TXN000348,2026-05-26,COMMISSION CREDIT,43065.12,Wallet,Income,commission credit,commission,1
TXN000349,2025-04-11,FUEL FOR TRIP ONLINE,6141.59,Debit Card,Travel,fuel for trip online,fuel,4
TXN000350,2024-12-02,IRCTC TICKET PUNE,4424.78,Wallet,Travel,irctc ticket pune,irctc,0
TXN000351,2024-03-24,UPI SCALER ACADEMY,77397.66,Net Banking,Education,upi scaler academy,scaler,6
TXN000352,2025-05-03,UPI SWIGGY PUNE,522.35,Cash,Food,upi swiggy pune,swiggy,5
TXN000353,2024-02-05,GAMING PURCHASE,431.16,UPI,Entertainment,gaming purchase,gaming,0
TXN000354,2024-07-23,UPI MONTHLY LEASE,8485.45,Net Banking,Rent,upi monthly lease,monthly,1
TXN000355,2025-10-14,POS GOVERNMENT SERVICE FEE,8307.56,Net Banking,Other,pos government service fee,government,1
TXN000356,2026-05-08,HOME CENTRE INDIA,1332.33,Cash,Shopping,home centre india,home,4
TXN000357,2025-10-12,LEVI'S STORE,2077.79,Debit Card,Shopping,levi s store,levi,6
TXN000358,2024-10-21,TRUCK FUEL ONLINE,2652.98,Debit Card,Fuel,truck fuel online,truck,0
TXN000359,2024-08-31,NAMMA METRO PUNE,2565.32,Wallet,Travel,namma metro pune,namma,5
TXN000360,2026-02-28,PEDIATRIC CONSULTATION #2991,2137.3,Credit Card,Healthcare,pediatric consultation,pediatric,5
TXN000361,2026-01-13,NOTEBOOK PURCHASE #5621,87099.74,Net Banking,Education,notebook purchase,notebook,1
TXN000362,2024-04-30,COFFEE PURCHASE PUNE,461.2,Wallet,Food,coffee purchase pune,coffee,1
TXN000363,2024-06-18,EYE HOSPITAL,12300.14,Wallet,Healthcare,eye hospital,eye,1
TXN000364,2025-07-22,RENTAL CAR ONLINE,315.22,Wallet,Travel,rental car online,rental,1
TXN000365,2024-09-29,RENTAL INCOME PUNE,210666.53,UPI,Income,rental income pune,rental,6
TXN000366,2026-03-16,COVID TEST ONLINE,3107.11,Wallet,Healthcare,covid test online,covid,0
TXN000367,2026-05-27,UPI MEDPLUS PHARMACY,978.85,Cash,Healthcare,upi medplus pharmacy,medplus,2
TXN000368,2024-06-02,POS GOVERNMENT SERVICE FEE,6419.0,Debit Card,Other,pos government service fee,government,6
TXN000369,2024-11-01,STATE TRANSPORT BUS PUNE,654.92,Credit Card,Travel,state transport bus pune,state,4
TXN000370,2024-09-26,RTGS TRANSFER INDIA,1351.67,Debit Card,Other,rtgs transfer india,transfer,3
TXN000371,2025-07-18,PRIME MEMBERSHIP ONLINE,901.9,Cash,Entertainment,prime membership online,prime,4
TXN000372,2024-12-31,PROPERTY RENTAL,48842.42,UPI,Rent,property rental,property,1
TXN000373,2025-02-25,UPI INCOME CREDIT,159977.36,Net Banking,Income,upi income credit,income,1
TXN000374,2024-06-11,INCOME CREDIT ONLINE,192649.22,Wallet,Income,income credit online,income,1
TXN000375,2025-07-15,CODING NINJAS COURSE PUNE,57228.15,UPI,Education,coding ninjas course pune,coding,1
TXN000376,2025-06-12,SIMPLILEARN COURSE,62457.52,Net Banking,Education,simplilearn course,simplilearn,3
TXN000377,2024-05-18,SILVER INVESTMENT #8775,87210.85,Cash,Investment,silver investment,silver,5
TXN000378,2025-06-16,CODING BLOCKS COURSE,5938.44,Cash,Education,coding blocks course,coding,0
TXN000379,2025-02-15,Commercial Rent,12595.61,Cash,Rent,commercial rent,commercial,5
TXN000380,2026-06-03,SWEET SHOP ONLINE,676.62,Debit Card,Food,sweet shop online,sweet,2
TXN000381,2025-06-21,POS HOSPITAL BILL,13761.39,Credit Card,Healthcare,pos hospital bill,hospital,5
TXN000382,2025-03-11,POS INDIAN OIL PETROL PUMP,835.69,Credit Card,Fuel,pos indian oil petrol pump,indian,1
TXN000383,2025-02-20,KEM HOSPITAL,1139.47,UPI,Healthcare,kem hospital,kem,3
TXN000384,2024-09-18,ARCADE GAMES INDIA,1429.67,Cash,Entertainment,arcade games india,arcade,2
TXN000385,2025-02-12,UBER INTERCITY #1493,5792.2,Cash,Travel,uber intercity,uber,2
TXN000386,2024-07-06,WIFI BILL ONLINE,11655.52,Wallet,Bills,wifi bill online,wifi,5
TXN000387,2024-11-24,Google Certification,53739.91,Cash,Education,google certification,google,6
TXN000388,2024-03-28,CROMA PUNE,11313.12,UPI,Shopping,croma pune,croma,3
TXN000389,2024-07-12,ELECTRICITY RECHARGE PUNE,4604.43,Credit Card,Bills,electricity recharge pune,electricity,4
TXN000390,2024-07-16,PRINTING CHARGES INDIA,3749.99,Credit Card,Other,printing charges india,printing,1
TXN000391,2024-09-19,ATM CASH WITHDRAWAL #6221,928.56,Wallet,Other,atm cash withdrawal,cash,3
TXN000392,2025-08-26,POS ATHER GRID CHARGING,4573.86,Debit Card,Fuel,pos ather grid charging,ather,1
TXN000393,2024-12-12,SUPERMARKET SHOPPING ONLINE,1564.4,Credit Card,Shopping,supermarket shopping online,supermarket,3
TXN000394,2025-10-07,AIRTEL XSTREAM FIBER INDIA,8577.11,Credit Card,Bills,airtel xstream fiber india,airtel,1
TXN000395,2025-11-08,Hackathon Registration,54633.48,UPI,Education,hackathon registration,hackathon,5
TXN000396,2025-11-12,Studio Apartment Rent,19829.45,Wallet,Rent,studio apartment rent,studio,2
TXN000397,2024-04-12,GIFT SHOP INDIA,7076.7,UPI,Shopping,gift shop india,gift,4
TXN000398,2024-07-27,MORE SUPERMARKET ONLINE,19641.71,Cash,Shopping,more supermarket online,more,5
TXN000399,2024-07-24,Property Tax,1893.56,UPI,Bills,property tax,property,2
TXN000400,2025-07-16,Investment Plan,179490.43,UPI,Investment,investment plan,investment,2
TXN000401,2026-02-18,ONLINE EARNINGS,158850.47,Debit Card,Income,online earnings,online,2
TXN000402,2026-03-02,VILLA RENT ONLINE,46480.31,UPI,Rent,villa rent online,villa,0
TXN000403,2025-07-16,STOCK PURCHASE PUNE,149609.48,Credit Card,Investment,stock purchase pune,stock,2
TXN000404,2024-10-11,Client Payment,153974.47,Cash,Income,client payment,client,4
TXN000405,2024-10-18,UPI AIRTEL XSTREAM FIBER,10535.79,Debit Card,Bills,upi airtel xstream fiber,airtel,4
TXN000406,2025-10-23,VEHICLE FUEL ONLINE,4618.49,Net Banking,Fuel,vehicle fuel online,vehicle,3
TXN000407,2026-02-18,PG RENT ONLINE,48239.16,Cash,Rent,pg rent online,pg,2
TXN000408,2025-10-17,CLOUD STORAGE SUBSCRIPTION PUNE,7158.04,UPI,Bills,cloud storage subscription pune,cloud,4
TXN000409,2025-08-10,CHEQUE DEPOSIT #9749,1815.18,Wallet,Other,cheque deposit,cheque,6
TXN000410,2024-11-04,STATIONERY PURCHASE ONLINE,96859.7,Net Banking,Education,stationery purchase online,stationery,0
TXN000411,2026-03-02,POS ELSS INVESTMENT,163192.73,UPI,Investment,pos elss investment,elss,0
TXN000412,2024-04-27,POS CNG REFILL,3799.94,UPI,Fuel,pos cng refill,cng,5
TXN000413,2025-07-21,MAKEMYTRIP HOTEL ONLINE,4074.83,UPI,Travel,makemytrip hotel online,makemytrip,0
TXN000414,2025-08-05,WAREHOUSE RENT PUNE,12298.27,Debit Card,Rent,warehouse rent pune,warehouse,1
TXN000415,2024-11-12,CODECHEF SUBSCRIPTION PUNE,16668.88,Debit Card,Education,codechef subscription pune,codechef,1
TXN000416,2025-04-02,POS WOW! MOMO,1221.65,Credit Card,Food,pos wow momo,wow,2
TXN000417,2025-06-14,DRY CLEANING,7100.36,Net Banking,Other,dry cleaning,dry,5
TXN000418,2025-05-23,UNKNOWN MERCHANT #5170,1456.99,Wallet,Other,unknown merchant,unknown,4
TXN000419,2025-11-07,TRUCK FUEL,3705.23,Net Banking,Fuel,truck fuel,truck,4
TXN000420,2026-01-29,UPI ULTRASOUND SCAN,6362.81,Wallet,Healthcare,upi ultrasound scan,ultrasound,3
TXN000421,2024-11-18,POS COURSERA COURSE,64108.07,UPI,Education,pos coursera course,coursera,0
TXN000422,2024-07-21,ORTHOPEDIC CONSULTATION #3490,5592.61,Debit Card,Healthcare,orthopedic consultation,orthopedic,6
TXN000423,2024-10-29,PARKING SPACE RENT,7601.95,Wallet,Rent,parking space rent,parking,1
TXN000424,2024-09-25,UPI SPENCER'S RETAIL,19772.63,Net Banking,Shopping,upi spencer s retail,spencer,2
TXN000425,2024-02-09,Festival Shopping,4568.02,UPI,Other,festival shopping,festival,4
TXN000426,2025-07-04,Metro Card Recharge,1002.71,Credit Card,Travel,metro card recharge,metro,4
TXN000427,2024-03-27,MICROSOFT CERTIFICATION EXAM INDIA,78938.07,Net Banking,Education,microsoft certification exam india,microsoft,2
TXN000428,2026-06-25,SOVEREIGN GOLD BOND INDIA,108239.63,Net Banking,Investment,sovereign gold bond india,sovereign,3
TXN000429,2025-04-25,APOLLO PHARMACY,9423.51,Wallet,Healthcare,apollo pharmacy,apollo,4
TXN000430,2025-04-01,FOOD COURT,401.2,Cash,Food,food court,food,1
TXN000431,2025-04-07,UPI RUBY HALL CLINIC,7662.25,Credit Card,Healthcare,upi ruby hall clinic,ruby,0
TXN000432,2026-05-31,UPI MORE SUPERMARKET,21300.77,Cash,Shopping,upi more supermarket,more,6
TXN000433,2024-09-21,EXPRESSWAY FUEL #9693,3043.19,Credit Card,Fuel,expressway fuel,expressway,5
TXN000434,2025-03-04,HOLIDAY BOOKING,7278.46,Credit Card,Travel,holiday booking,holiday,1
TXN000435,2024-05-01,MEDPLUS PHARMACY ONLINE,13297.7,Wallet,Healthcare,medplus pharmacy online,medplus,2
TXN000436,2026-05-07,MUSIC FESTIVAL,2056.81,Net Banking,Entertainment,music festival,music,3
TXN000437,2024-12-20,UPI FREELANCE PAYMENT,227498.21,Wallet,Income,upi freelance payment,freelance,4
TXN000438,2025-04-22,UPI SWIGGY MUMBAI,1408.45,Debit Card,Food,upi swiggy mumbai,swiggy,1
TXN000439,2025-04-27,POS LEVI'S STORE,9012.31,Debit Card,Shopping,pos levi s store,levi,6
TXN000440,2026-05-15,SHARE MARKET INVESTMENT #7572,10135.89,UPI,Investment,share market investment,share,4
TXN000441,2024-12-13,YOUTUBE PREMIUM INDIA,4000.69,UPI,Entertainment,youtube premium india,youtube,4
TXN000442,2026-04-09,Air India Flight,158.36,Net Banking,Travel,air india flight,air,3
TXN000443,2026-06-19,FINANCIAL INVESTMENT PUNE,55112.0,Cash,Investment,financial investment pune,financial,4
TXN000444,2025-02-17,IMPS TRANSFER,7885.34,Wallet,Other,imps transfer,transfer,0
TXN000445,2025-09-28,UPI ADVANCE RENT,5095.4,Credit Card,Rent,upi advance rent,advance,6
TXN000446,2026-05-20,IPO Investment,147259.35,Cash,Investment,ipo investment,ipo,2
TXN000447,2026-04-23,Affiliate Income,11563.4,Debit Card,Income,affiliate income,affiliate,3
TXN000448,2024-11-04,FLIPKART,5066.89,Net Banking,Shopping,flipkart,flipkart,0
TXN000449,2025-12-16,UPI KARAOKE NIGHT,2844.52,Debit Card,Entertainment,upi karaoke night,karaoke,1
TXN000450,2024-09-22,COLLEGE CANTEEN FEE INDIA,65921.81,UPI,Education,college canteen fee india,college,6
TXN000451,2026-01-16,POS JIOHOTSTAR SUBSCRIPTION,3736.22,Debit Card,Entertainment,pos jiohotstar subscription,jiohotstar,4
TXN000452,2026-01-14,LPG FUEL INDIA,802.65,UPI,Fuel,lpg fuel india,lpg,2
TXN000453,2024-10-21,BARBEQUE NATION #5541,515.89,Debit Card,Food,barbeque nation,barbeque,0
TXN000454,2025-05-04,THEME PARK TICKET #1212,2920.34,Net Banking,Entertainment,theme park ticket,theme,6
TXN000455,2024-12-02,AMAZON PRIME MEMBERSHIP PUNE,5235.08,Cash,Bills,amazon prime membership pune,amazon,0
TXN000456,2026-05-14,HOME CENTRE #3646,23190.34,Wallet,Shopping,home centre,home,3
TXN000457,2026-03-24,POS EQUITY INVESTMENT,53190.51,UPI,Investment,pos equity investment,equity,1
TXN000458,2026-05-03,Decathlon,5023.7,Credit Card,Shopping,decathlon,decathlon,6
TXN000459,2026-06-10,OVEN STORY PIZZA,964.56,Debit Card,Food,oven story pizza,oven,2
TXN000460,2026-01-31,WALLET TRANSFER ONLINE,2982.03,Debit Card,Other,wallet transfer online,wallet,5
TXN000461,2025-03-05,RENTAL PAYMENT PUNE,41185.96,Credit Card,Rent,rental payment pune,rental,2
TXN000462,2025-01-19,UPI BABY CARE,395.88,Debit Card,Other,upi baby care,baby,6
TXN000463,2024-02-12,VISTARA FLIGHT ONLINE,5136.94,Cash,Travel,vistara flight online,vistara,0
TXN000464,2025-02-10,HOSPITAL BILL PUNE,4424.32,Wallet,Healthcare,hospital bill pune,hospital,0
TXN000465,2024-03-14,HP GAS BOOKING INDIA,8890.32,Net Banking,Bills,hp gas booking india,hp,3
TXN000466,2025-05-26,UPI FLIPKART GROCERY,9778.98,Debit Card,Shopping,upi flipkart grocery,flipkart,0
TXN000467,2026-03-16,H&M INDIA,8614.95,Cash,Shopping,h m india,h,0
TXN000468,2026-02-01,GOOGLE PLAY PURCHASE,522.25,Wallet,Entertainment,google play purchase,google,6
TXN000469,2024-09-29,PNG GAS BILL INDIA,5475.95,Net Banking,Bills,png gas bill india,png,6
TXN000470,2025-09-10,BPCL FUEL STATION ONLINE,2246.47,Wallet,Fuel,bpcl fuel station online,bpcl,2
TXN000471,2024-06-30,BITCOIN INVESTMENT INDIA,135551.18,Cash,Investment,bitcoin investment india,bitcoin,6
TXN000472,2026-01-08,POS PHYSICS WALLAH COURSE,31055.96,Net Banking,Education,pos physics wallah course,physics,3
TXN000473,2025-07-08,EMERGENCY TREATMENT INDIA,6968.21,UPI,Healthcare,emergency treatment india,emergency,1
TXN000474,2024-08-04,BUS FUEL INDIA,2359.43,Net Banking,Fuel,bus fuel india,bus,6
